sales_person,country,product,date,amount,boxes_shipped
Kaine Padly,Uk,Drinking Coco,2023-01-27,2334.5,233
Brien Boise,Uk,Drinking Coco,2023-01-27,6337.94,128
Brien Boise,Usa,Orange Choco,2023-01-28,6276.91,157
Barr Faughny,India,Drinking Coco,2023-01-28,2431.53,148
Dennison Crosswaite,Canada,Organic Choco Syrup,2023-01-28,8831.89,79
Mallorie Waber,Usa,Almond Choco,2023-01-28,7613.37,370
Barr Faughny,Usa,Fruit & Nut Bars,2023-01-28,9370.61,45
Madelene Upcott,New Zealand,Peanut Butter Cubes,2023-01-28,5360.89,340
Barr Faughny,Uk,50% Dark Bites,2023-01-28,656.44,67
Husein Augar,Australia,Fruit & Nut Bars,2023-01-28,8081.79,54
Roddy Speechley,Uk,Raspberry Choco,2023-01-28,13351.42,198
Brien Boise,Canada,Mint Chip Choco,2023-01-28,5061.37,179
Gigi Bohling,Canada,Baker'S Choco Chips,2023-01-28,1540.55,47
Brien Boise,India,Spicy Special Slims,2023-01-28,1463.67,34
Mallorie Waber,New Zealand,Mint Chip Choco,2023-01-31,1461.99,109
Karlen Mccaffrey,New Zealand,Caramel Stuffed Bars,2023-01-31,5487.3,219
Andria Kimpton,India,50% Dark Bites,2023-01-31,13661.89,15
Husein Augar,Canada,70% Dark Bites,2023-01-31,5833.2,290
Van Tuxwell,Uk,99% Dark & Pure,2023-01-31,4993.21,145
Curtice Advani,Canada,70% Dark Bites,2023-01-31,2413.87,7
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,2155.64,281
Dennison Crosswaite,Australia,99% Dark & Pure,2023-01-31,3017.66,19
Curtice Advani,Uk,White Choc,2023-02-01,1775.18,73
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2023-02-01,3782.83,150
Oby Sorrel,New Zealand,85% Dark Bars,2023-02-01,3432.3,452
Mallorie Waber,New Zealand,Orange Choco,2023-02-01,6811.37,25
Gigi Bohling,Canada,Almond Choco,2023-02-01,10265.97,49
Karlen Mccaffrey,Usa,Manuka Honey Choco,2023-02-01,10338.27,73
Kelci Walkden,India,Smooth Sliky Salty,2023-02-01,2525.98,8
Barr Faughny,Usa,Almond Choco,2023-02-03,430.59,85
Jehu Rudeforth,Uk,Drinking Coco,2023-02-03,7624.67,422
Barr Faughny,Canada,Baker'S Choco Chips,2023-02-03,10967.31,172
Kelci Walkden,Usa,Orange Choco,2023-02-03,1425.81,133
Curtice Advani,Usa,Drinking Coco,2023-02-07,5378.09,142
Oby Sorrel,Usa,Spicy Special Slims,2023-02-07,6315.14,398
Dennison Crosswaite,Uk,Peanut Butter Cubes,2023-02-07,10186.18,154
Karlen Mccaffrey,Uk,Baker'S Choco Chips,2023-02-07,5094.48,373
Dennison Crosswaite,Australia,70% Dark Bites,2023-02-07,6087.53,113
Oby Sorrel,India,Smooth Sliky Salty,2023-02-07,10759.61,107
Rafaelita Blaksland,New Zealand,Eclairs,2023-02-07,20470.43,54
Curtice Advani,Uk,Manuka Honey Choco,2023-02-07,1710.48,108
Karlen Mccaffrey,New Zealand,Fruit & Nut Bars,2023-02-07,1365.88,147
Marney O'Breen,Canada,Milk Bars,2023-02-08,2618.15,312
Kaine Padly,Australia,70% Dark Bites,2023-02-08,7734.54,227
Husein Augar,Australia,Organic Choco Syrup,2023-02-08,960.69,155
Roddy Speechley,Canada,Spicy Special Slims,2023-02-09,1658.79,193
Roddy Speechley,Canada,Orange Choco,2023-02-09,9315.64,88
Husein Augar,India,Eclairs,2023-02-09,5465.85,56
Beverie Moffet,Uk,50% Dark Bites,2023-02-09,2529.82,297
Dotty Strutley,New Zealand,Raspberry Choco,2023-02-10,6192.19,99
Gigi Bohling,Canada,Milk Bars,2023-02-10,3432.73,120
Barr Faughny,Australia,85% Dark Bars,2023-02-10,8651.2,43
Mallorie Waber,Australia,Smooth Sliky Salty,2023-02-11,4454.71,117
Madelene Upcott,India,Choco Coated Almonds,2023-02-11,3720.22,141
Ches Bonnell,Usa,White Choc,2023-02-11,6068.19,349
Andria Kimpton,Uk,Milk Bars,2023-02-11,16486.65,314
Jan Morforth,New Zealand,Orange Choco,2023-02-11,1350.26,89
Camilla Castle,Usa,Spicy Special Slims,2023-02-11,1311.25,251
Roddy Speechley,India,Peanut Butter Cubes,2023-02-11,11596.89,22
Roddy Speechley,Usa,50% Dark Bites,2023-02-11,10849.39,330
Marney O'Breen,New Zealand,70% Dark Bites,2023-02-14,8973.05,360
Jehu Rudeforth,Australia,After Nines,2023-02-14,5602.02,51
Andria Kimpton,Canada,White Choc,2023-02-14,4435.95,31
Beverie Moffet,Canada,Fruit & Nut Bars,2023-02-14,10644.74,172
Ches Bonnell,New Zealand,Spicy Special Slims,2023-02-14,4044.24,18
Curtice Advani,Australia,Milk Bars,2023-02-14,7703.62,20
Jan Morforth,Canada,70% Dark Bites,2023-02-14,6096.52,300
Van Tuxwell,Usa,Caramel Stuffed Bars,2023-02-14,1106.38,21
Oby Sorrel,India,Choco Coated Almonds,2023-02-14,53.85,399
Curtice Advani,Australia,Caramel Stuffed Bars,2023-02-14,10281.51,136
Van Tuxwell,Canada,Organic Choco Syrup,2023-02-14,4561.43,44
Andria Kimpton,New Zealand,Mint Chip Choco,2023-02-15,9738.74,209
Oby Sorrel,Australia,Almond Choco,2023-02-15,6421.18,242
Karlen Mccaffrey,Usa,Mint Chip Choco,2023-02-15,16773.08,58
Gunar Cockshoot,Uk,Spicy Special Slims,2023-02-16,13105.65,199
Beverie Moffet,Canada,Milk Bars,2023-02-16,9786.09,248
Kaine Padly,Usa,Peanut Butter Cubes,2023-02-16,6981.4,189
Kelci Walkden,Usa,Manuka Honey Choco,2023-02-16,17297.66,96
Dotty Strutley,India,Peanut Butter Cubes,2023-02-16,9805.11,76
Rafaelita Blaksland,Uk,50% Dark Bites,2023-02-16,11099.73,73
Husein Augar,New Zealand,Peanut Butter Cubes,2023-02-16,2318.46,235
Beverie Moffet,Canada,85% Dark Bars,2023-02-16,6393.2,44
Madelene Upcott,Uk,70% Dark Bites,2023-02-16,5961.02,241
Andria Kimpton,Canada,Peanut Butter Cubes,2023-02-16,1160.54,311
Ches Bonnell,India,Orange Choco,2023-02-16,1215.3,271
Ches Bonnell,India,99% Dark & Pure,2023-02-16,503.97,105
Ches Bonnell,New Zealand,Drinking Coco,2023-02-16,9195.53,127
Camilla Castle,Canada,Orange Choco,2023-02-17,8671.21,52
Oby Sorrel,New Zealand,Organic Choco Syrup,2023-02-17,16765.07,261
Oby Sorrel,Australia,Raspberry Choco,2023-02-17,1044.35,126
Brien Boise,Canada,85% Dark Bars,2023-02-17,10315.88,268
Gunar Cockshoot,Usa,Spicy Special Slims,2023-02-17,1339.61,166
Madelene Upcott,Canada,85% Dark Bars,2023-02-17,8373.42,108
Beverie Moffet,Uk,Spicy Special Slims,2023-02-17,9059.82,268
Kelci Walkden,Usa,Fruit & Nut Bars,2023-02-17,5220.69,154
Jan Morforth,Australia,Drinking Coco,2023-02-18,2824.71,25
Mallorie Waber,Uk,50% Dark Bites,2023-02-21,6160.89,95
Kaine Padly,Uk,50% Dark Bites,2023-02-21,3283.0,72
Roddy Speechley,Usa,Drinking Coco,2023-02-21,3288.77,148
Dotty Strutley,Usa,Mint Chip Choco,2023-02-21,6101.12,261
Rafaelita Blaksland,Australia,Drinking Coco,2023-02-21,11630.38,431
Barr Faughny,New Zealand,Mint Chip Choco,2023-02-21,6526.01,147
Husein Augar,Usa,99% Dark & Pure,2023-02-21,9878.5,111
Ches Bonnell,Australia,Mint Chip Choco,2023-02-21,10000.22,98
Jehu Rudeforth,Canada,Milk Bars,2023-02-21,7726.25,12
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,897.3,21
Gigi Bohling,India,Raspberry Choco,2023-02-22,2775.87,174
Kaine Padly,Australia,Almond Choco,2023-02-22,4371.77,375
Brien Boise,India,Milk Bars,2023-02-22,15583.0,248
Jan Morforth,Australia,Mint Chip Choco,2023-02-22,19999.55,106
Roddy Speechley,New Zealand,Baker'S Choco Chips,2023-02-22,5912.59,232
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,13370.34,94
Dotty Strutley,Usa,Orange Choco,2023-02-23,1414.84,112
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,12129.42,29
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,1510.58,602
Andria Kimpton,India,Spicy Special Slims,2023-02-23,6559.44,154
Jehu Rudeforth,India,Eclairs,2023-02-24,9574.38,134
Van Tuxwell,Canada,Manuka Honey Choco,2023-02-24,8962.96,48
Jehu Rudeforth,Uk,Peanut Butter Cubes,2023-02-24,14167.84,178
Beverie Moffet,India,Choco Coated Almonds,2023-02-24,3818.21,287
Kelci Walkden,Australia,Milk Bars,2023-02-24,8684.58,120
Barr Faughny,New Zealand,Manuka Honey Choco,2023-02-24,5917.62,238
Marney O'Breen,Usa,Almond Choco,2023-02-25,8012.72,163
Mallorie Waber,New Zealand,White Choc,2023-02-25,3364.28,265
Wilone O'Kielt,India,Eclairs,2023-02-25,3894.68,80
Brien Boise,India,Caramel Stuffed Bars,2023-02-25,1643.45,110
Jehu Rudeforth,Australia,99% Dark & Pure,2023-02-25,11720.99,204
Roddy Speechley,Usa,Peanut Butter Cubes,2023-02-25,1733.09,135
Jehu Rudeforth,India,99% Dark & Pure,2023-02-25,2072.24,232
Beverie Moffet,Canada,Smooth Sliky Salty,2023-02-28,15507.29,352
Wilone O'Kielt,Usa,Orange Choco,2023-02-28,7725.52,38
Kaine Padly,Australia,Eclairs,2023-02-28,7677.78,118
Van Tuxwell,New Zealand,Eclairs,2023-03-01,5747.66,176
Curtice Advani,Uk,Peanut Butter Cubes,2023-03-01,15653.44,175
Mallorie Waber,India,Raspberry Choco,2023-03-02,1516.56,2
Andria Kimpton,New Zealand,50% Dark Bites,2023-03-02,3750.88,208
Kelci Walkden,Australia,After Nines,2023-03-02,7683.78,279
Karlen Mccaffrey,New Zealand,Mint Chip Choco,2023-03-02,4361.01,59
Gunar Cockshoot,India,Smooth Sliky Salty,2023-03-02,3938.2,70
Gunar Cockshoot,Australia,50% Dark Bites,2023-03-02,12728.16,111
Rafaelita Blaksland,Canada,99% Dark & Pure,2023-03-02,5566.57,140
Karlen Mccaffrey,Canada,Caramel Stuffed Bars,2023-03-02,3357.3,308
Barr Faughny,Uk,Milk Bars,2023-03-02,4012.51,409
Jan Morforth,New Zealand,Organic Choco Syrup,2023-03-02,1921.57,226
Rafaelita Blaksland,India,After Nines,2023-03-02,5423.54,203
Husein Augar,Uk,Choco Coated Almonds,2023-03-02,4679.06,43
Roddy Speechley,New Zealand,Milk Bars,2023-03-02,5857.9,111
Ches Bonnell,Australia,White Choc,2023-03-02,1177.64,206
Husein Augar,Usa,Milk Bars,2023-03-02,934.49,54
Gigi Bohling,Usa,Choco Coated Almonds,2023-03-02,13018.0,103
Camilla Castle,Canada,Drinking Coco,2023-03-03,13555.26,279
Camilla Castle,Australia,Smooth Sliky Salty,2023-03-03,8220.25,125
Mallorie Waber,Canada,White Choc,2023-03-03,3398.51,74
Curtice Advani,India,Mint Chip Choco,2023-03-03,8447.48,96
Jehu Rudeforth,Usa,Raspberry Choco,2023-03-04,7686.15,141
Jan Morforth,Australia,70% Dark Bites,2023-03-04,5924.44,396
Brien Boise,Canada,Spicy Special Slims,2023-03-04,8929.88,100
Beverie Moffet,Uk,Choco Coated Almonds,2023-03-04,3212.35,66
Oby Sorrel,Usa,Smooth Sliky Salty,2023-03-04,3632.32,169
Brien Boise,Uk,Caramel Stuffed Bars,2023-03-04,2882.76,145
Andria Kimpton,New Zealand,Organic Choco Syrup,2023-03-04,4948.15,39
Ches Bonnell,New Zealand,Peanut Butter Cubes,2023-03-04,1024.77,260
Madelene Upcott,Uk,Smooth Sliky Salty,2023-03-04,14769.97,87
Kaine Padly,Canada,50% Dark Bites,2023-03-04,8798.99,99
Dennison Crosswaite,Uk,Milk Bars,2023-03-07,11698.98,436
Kelci Walkden,Usa,White Choc,2023-03-07,10305.4,22
Mallorie Waber,India,Drinking Coco,2023-03-07,4525.72,146
Gunar Cockshoot,Uk,99% Dark & Pure,2023-03-07,8.04,85
Mallorie Waber,Canada,Manuka Honey Choco,2023-03-07,1583.57,122
Madelene Upcott,Australia,Spicy Special Slims,2023-03-07,7616.38,392
Roddy Speechley,Canada,Smooth Sliky Salty,2023-03-07,9902.03,12
Mallorie Waber,Australia,Orange Choco,2023-03-07,16112.73,282
Marney O'Breen,Canada,Peanut Butter Cubes,2023-03-08,7504.86,97
Curtice Advani,Uk,50% Dark Bites,2023-03-08,3442.99,142
Roddy Speechley,Canada,Eclairs,2023-03-08,7082.03,95
Ches Bonnell,India,Organic Choco Syrup,2023-03-08,16717.26,102
Gunar Cockshoot,Usa,Fruit & Nut Bars,2023-03-09,6669.6,99
Marney O'Breen,New Zealand,After Nines,2023-03-09,1558.87,46
Gigi Bohling,Australia,Orange Choco,2023-03-09,596.63,158
Barr Faughny,Usa,Orange Choco,2023-03-10,4254.37,12
Kelci Walkden,New Zealand,Drinking Coco,2023-03-10,17584.16,110
Barr Faughny,Canada,Organic Choco Syrup,2023-03-10,1229.96,219
Wilone O'Kielt,New Zealand,Eclairs,2023-03-11,3394.46,21
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-03-11,12030.46,296
Beverie Moffet,Usa,White Choc,2023-03-11,5639.9,129
Madelene Upcott,New Zealand,Mint Chip Choco,2023-03-11,8502.77,4
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-03-11,7797.24,88
Oby Sorrel,Usa,Drinking Coco,2023-03-11,8280.62,47
Jan Morforth,India,Almond Choco,2023-03-11,5143.49,21
Jan Morforth,Uk,Baker'S Choco Chips,2023-03-11,805.23,259
Kaine Padly,Usa,Organic Choco Syrup,2023-03-11,2638.76,24
Jehu Rudeforth,New Zealand,White Choc,2023-03-11,3078.33,231
Husein Augar,Uk,Drinking Coco,2023-03-14,3275.4,120
Ches Bonnell,Australia,Peanut Butter Cubes,2023-03-14,10857.23,73
Kelci Walkden,India,Almond Choco,2023-03-14,3574.12,149
Jan Morforth,India,After Nines,2023-03-14,6994.35,179
Dennison Crosswaite,Australia,Raspberry Choco,2023-03-14,5997.71,31
Roddy Speechley,India,50% Dark Bites,2023-03-14,8744.95,12
Dennison Crosswaite,Canada,Eclairs,2023-03-15,483.04,45
Curtice Advani,New Zealand,Peanut Butter Cubes,2023-03-15,1637.72,454
Dennison Crosswaite,Usa,70% Dark Bites,2023-03-15,735.48,77
Wilone O'Kielt,New Zealand,Almond Choco,2023-03-15,10085.02,146
Madelene Upcott,Usa,After Nines,2023-03-15,4676.32,440
Husein Augar,Australia,Manuka Honey Choco,2023-03-15,7984.45,95
Van Tuxwell,India,White Choc,2023-03-15,2183.68,46
Curtice Advani,Usa,Raspberry Choco,2023-03-15,3086.89,153
Dennison Crosswaite,New Zealand,Orange Choco,2023-03-16,4944.46,144
Marney O'Breen,India,Caramel Stuffed Bars,2023-03-16,4997.82,83
Van Tuxwell,Uk,Raspberry Choco,2023-03-16,7152.22,83
Kelci Walkden,India,Caramel Stuffed Bars,2023-03-16,487.06,123
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,10369.71,129
Oby Sorrel,Uk,70% Dark Bites,2023-03-16,6800.26,187
Van Tuxwell,Canada,Raspberry Choco,2023-03-17,1264.25,137
Gunar Cockshoot,Australia,Raspberry Choco,2023-03-17,607.08,76
Camilla Castle,Australia,Manuka Honey Choco,2023-03-17,703.4,181
Oby Sorrel,Uk,Choco Coated Almonds,2023-03-17,10370.44,44
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,8762.75,115
Dennison Crosswaite,Canada,Smooth Sliky Salty,2023-03-17,1887.19,488
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,9839.46,31
Gunar Cockshoot,India,Baker'S Choco Chips,2023-03-18,2385.4,540
Madelene Upcott,Usa,Eclairs,2023-03-18,9108.33,213
Dennison Crosswaite,India,Orange Choco,2023-03-18,873.26,140
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,16230.41,94
Rafaelita Blaksland,Australia,White Choc,2023-03-21,7467.74,111
Ches Bonnell,Canada,Baker'S Choco Chips,2023-03-21,7968.23,373
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,2056.92,103
Camilla Castle,Usa,Manuka Honey Choco,2023-03-21,16792.23,184
Roddy Speechley,India,Spicy Special Slims,2023-03-22,11370.32,170
Van Tuxwell,Canada,White Choc,2023-03-22,481.52,3
Van Tuxwell,New Zealand,Baker'S Choco Chips,2023-03-22,9828.94,24
Rafaelita Blaksland,Australia,50% Dark Bites,2023-03-22,3067.9,42
Mallorie Waber,Usa,Eclairs,2023-03-22,7219.96,53
Gunar Cockshoot,Uk,Smooth Sliky Salty,2023-03-22,860.12,158
Kelci Walkden,Australia,Eclairs,2023-03-23,8168.86,570
Kelci Walkden,Usa,50% Dark Bites,2023-03-23,6387.65,227
Jehu Rudeforth,Australia,Orange Choco,2023-03-23,14529.2,26
Mallorie Waber,Canada,Orange Choco,2023-03-23,3820.94,179
Dennison Crosswaite,India,Mint Chip Choco,2023-03-23,14691.77,143
Curtice Advani,Canada,Almond Choco,2023-03-24,5148.7,76
Beverie Moffet,Usa,Smooth Sliky Salty,2023-03-24,2556.26,354
Van Tuxwell,Uk,Baker'S Choco Chips,2023-03-24,2678.37,20
Beverie Moffet,New Zealand,White Choc,2023-03-24,8003.23,7
Gunar Cockshoot,Australia,After Nines,2023-03-24,3249.23,78
Gunar Cockshoot,Canada,Fruit & Nut Bars,2023-03-24,15840.74,216
Dennison Crosswaite,Uk,Eclairs,2023-03-24,6757.17,276
Roddy Speechley,Uk,70% Dark Bites,2023-03-24,1606.49,305
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,7969.08,38
Rafaelita Blaksland,New Zealand,99% Dark & Pure,2023-03-25,3550.76,85
Kaine Padly,Australia,Peanut Butter Cubes,2023-03-25,6127.37,299
Curtice Advani,Australia,Eclairs,2023-03-25,6549.62,53
Roddy Speechley,New Zealand,Almond Choco,2023-03-28,2721.46,72
Barr Faughny,New Zealand,Eclairs,2023-03-28,7144.08,32
Marney O'Breen,Usa,99% Dark & Pure,2023-03-28,4646.91,317
Gigi Bohling,Uk,After Nines,2023-03-29,8320.29,171
Barr Faughny,Canada,White Choc,2023-03-29,4692.36,1
Madelene Upcott,New Zealand,Milk Bars,2023-03-29,14002.42,388
Barr Faughny,Usa,Caramel Stuffed Bars,2023-03-29,3407.61,316
Marney O'Breen,Uk,Drinking Coco,2023-03-29,1016.77,28
Kaine Padly,Canada,Organic Choco Syrup,2023-03-29,6078.71,78
Karlen Mccaffrey,India,85% Dark Bars,2023-03-30,1036.77,82
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,6722.22,330
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,10883.13,394
Kaine Padly,Uk,Organic Choco Syrup,2023-03-31,2508.03,175
Roddy Speechley,New Zealand,Orange Choco,2023-04-01,51.29,100
Jan Morforth,Canada,Mint Chip Choco,2023-04-01,1062.61,217
Dennison Crosswaite,Australia,50% Dark Bites,2023-04-01,7374.26,12
Ches Bonnell,New Zealand,Eclairs,2023-04-04,543.2,54
Curtice Advani,Canada,Fruit & Nut Bars,2023-04-04,4382.07,210
Husein Augar,India,Fruit & Nut Bars,2023-04-04,4508.93,231
Roddy Speechley,Uk,Baker'S Choco Chips,2023-04-04,15925.17,378
Gigi Bohling,New Zealand,Fruit & Nut Bars,2023-04-04,11226.5,118
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,4823.65,143
Van Tuxwell,Uk,Drinking Coco,2023-04-04,6388.95,131
Ches Bonnell,India,Choco Coated Almonds,2023-04-05,10669.09,85
Andria Kimpton,New Zealand,Almond Choco,2023-04-05,7190.49,165
Gunar Cockshoot,Canada,Spicy Special Slims,2023-04-05,14887.76,12
Andria Kimpton,Usa,85% Dark Bars,2023-04-05,9458.03,87
Jehu Rudeforth,Canada,Manuka Honey Choco,2023-04-05,3669.15,209
Marney O'Breen,Australia,Manuka Honey Choco,2023-04-05,14939.24,238
Curtice Advani,New Zealand,After Nines,2023-04-05,7944.07,33
Curtice Advani,India,Milk Bars,2023-04-05,3902.04,214
Karlen Mccaffrey,New Zealand,Baker'S Choco Chips,2023-04-05,5667.58,204
Dennison Crosswaite,New Zealand,Mint Chip Choco,2023-04-05,6668.93,419
Roddy Speechley,Usa,Smooth Sliky Salty,2023-04-05,3041.12,148
Roddy Speechley,Canada,White Choc,2023-04-05,6594.09,270
Dennison Crosswaite,Australia,85% Dark Bars,2023-04-05,7807.02,419
Gigi Bohling,Uk,Fruit & Nut Bars,2023-04-06,1412.22,90
Karlen Mccaffrey,Uk,50% Dark Bites,2023-04-06,3843.01,295
Kaine Padly,Canada,85% Dark Bars,2023-04-06,1992.77,31
Wilone O'Kielt,Australia,Drinking Coco,2023-04-06,623.75,285
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-04-08,1445.14,108
Andria Kimpton,Canada,70% Dark Bites,2023-04-08,10964.29,16
Kelci Walkden,Canada,Peanut Butter Cubes,2023-04-08,8106.62,47
Ches Bonnell,Uk,Mint Chip Choco,2023-04-08,3088.98,226
Kaine Padly,Australia,After Nines,2023-04-08,7889.9,300
Madelene Upcott,Australia,Choco Coated Almonds,2023-04-08,2106.93,69
Husein Augar,Usa,After Nines,2023-04-08,13051.75,193
Dennison Crosswaite,Canada,Mint Chip Choco,2023-04-08,1943.7,297
Oby Sorrel,Uk,Raspberry Choco,2023-04-08,4611.37,322
Ches Bonnell,Australia,Choco Coated Almonds,2023-04-08,1590.98,182
Van Tuxwell,India,Spicy Special Slims,2023-04-11,6874.06,4
Jan Morforth,Uk,Organic Choco Syrup,2023-04-12,1281.32,354
Gigi Bohling,Australia,Eclairs,2023-04-12,7628.59,146
Brien Boise,Uk,White Choc,2023-04-12,5837.17,173
Kaine Padly,New Zealand,Smooth Sliky Salty,2023-04-12,8.06,513
Jan Morforth,India,Spicy Special Slims,2023-04-12,2155.62,495
Mallorie Waber,India,Eclairs,2023-04-12,11032.79,49
Barr Faughny,Usa,Raspberry Choco,2023-04-12,10102.86,107
Gigi Bohling,Usa,50% Dark Bites,2023-04-13,2456.1,58
Gigi Bohling,India,White Choc,2023-04-13,1484.67,180
Kelci Walkden,New Zealand,White Choc,2023-04-13,7899.31,148
Curtice Advani,Usa,After Nines,2023-04-13,15728.81,256
Brien Boise,Canada,Almond Choco,2023-04-13,5026.81,123
Van Tuxwell,India,Choco Coated Almonds,2023-04-13,5799.3,125
Mallorie Waber,New Zealand,Manuka Honey Choco,2023-04-13,10229.99,12
Ches Bonnell,India,Almond Choco,2023-04-13,12124.05,80
Marney O'Breen,India,Fruit & Nut Bars,2023-04-13,5312.5,160
Gunar Cockshoot,Uk,Eclairs,2023-04-13,3826.22,169
Dotty Strutley,Australia,Choco Coated Almonds,2023-04-13,1863.54,277
Oby Sorrel,India,Raspberry Choco,2023-04-14,6826.32,44
Jehu Rudeforth,India,Peanut Butter Cubes,2023-04-14,31.15,451
Brien Boise,India,70% Dark Bites,2023-04-14,5071.49,439
Jehu Rudeforth,Uk,70% Dark Bites,2023-04-14,6168.51,280
Wilone O'Kielt,Australia,Caramel Stuffed Bars,2023-04-14,2342.07,12
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,5096.21,284
Jehu Rudeforth,New Zealand,After Nines,2023-04-14,1604.87,71
Brien Boise,Usa,70% Dark Bites,2023-04-14,1863.2,22
Dotty Strutley,India,Mint Chip Choco,2023-04-14,1259.61,227
Barr Faughny,Usa,50% Dark Bites,2023-04-14,14604.67,128
Dotty Strutley,Usa,Caramel Stuffed Bars,2023-04-15,18687.87,80
Madelene Upcott,Uk,Caramel Stuffed Bars,2023-04-15,172.51,152
Madelene Upcott,Australia,70% Dark Bites,2023-04-15,3740.76,255
Ches Bonnell,India,50% Dark Bites,2023-04-15,12083.5,334
Beverie Moffet,India,Milk Bars,2023-04-15,1928.74,354
Oby Sorrel,Uk,Orange Choco,2023-04-15,8431.83,251
Madelene Upcott,Australia,Orange Choco,2023-04-15,7556.55,404
Kelci Walkden,India,Milk Bars,2023-04-15,975.67,105
Husein Augar,Uk,Caramel Stuffed Bars,2023-04-15,17059.69,456
Karlen Mccaffrey,Usa,Raspberry Choco,2023-04-15,15370.06,353
Ches Bonnell,Uk,Peanut Butter Cubes,2023-04-15,2362.01,272
Wilone O'Kielt,Usa,50% Dark Bites,2023-04-18,4738.71,125
Roddy Speechley,New Zealand,99% Dark & Pure,2023-04-18,8610.38,188
Barr Faughny,Canada,Drinking Coco,2023-04-18,6523.34,245
Barr Faughny,New Zealand,After Nines,2023-04-19,11460.08,81
Beverie Moffet,Usa,Raspberry Choco,2023-04-19,16223.83,87
Kelci Walkden,India,Eclairs,2023-04-19,5344.21,80
Mallorie Waber,Usa,50% Dark Bites,2023-04-19,1960.1,14
Curtice Advani,India,Smooth Sliky Salty,2023-04-19,19283.64,139
Karlen Mccaffrey,Canada,Eclairs,2023-04-20,3850.87,372
Mallorie Waber,Canada,85% Dark Bars,2023-04-20,1639.01,430
Kelci Walkden,Uk,Drinking Coco,2023-04-20,1858.71,24
Jehu Rudeforth,New Zealand,50% Dark Bites,2023-04-20,4526.24,64
Andria Kimpton,Australia,Peanut Butter Cubes,2023-04-20,7009.01,150
Beverie Moffet,India,Spicy Special Slims,2023-04-21,3357.08,186
Dennison Crosswaite,India,Milk Bars,2023-04-21,1712.72,93
Beverie Moffet,Uk,Eclairs,2023-04-22,9749.07,169
Jehu Rudeforth,Uk,Choco Coated Almonds,2023-04-22,4875.38,185
